date,timestamp,price,open,high,low,close,7_day_MA
2024-06-25 00:00:00,1719273600000,3357.1006400727606,3417.7971372978254,3871.0820906216727,3357.1006400727606,3357.1006400727606,
2024-06-26 00:00:00,1719360000000,3395.304687339692,3357.1006400727606,3871.0820906216727,3357.1006400727606,3395.304687339692,
2024-06-27 00:00:00,1719446400000,3365.9446697083863,3395.304687339692,3871.0820906216727,3357.1006400727606,3365.9446697083863,
2024-06-28 00:00:00,1719532800000,3442.910158110125,3365.9446697083863,3871.0820906216727,3357.1006400727606,3442.910158110125,
2024-06-29 00:00:00,1719619200000,3374.6051303067916,3442.910158110125,3871.0820906216727,3357.1006400727606,3374.6051303067916,
2024-06-30 00:00:00,1719705600000,3371.278227967461,3374.6051303067916,3812.701856549199,3357.1006400727606,3371.278227967461,
2024-07-01 00:00:00,1719792000000,3435.3183276337395,3371.278227967461,3705.8998844045504,3357.1006400727606,3435.3183276337395,3391.7802630198507
2024-07-02 00:00:00,1719878400000,3438.009078999906,3435.3183276337395,3705.8998844045504,3357.1006400727606,3438.009078999906,3403.3386114380146
2024-07-03 00:00:00,1719964800000,3417.8984255478363,3438.009078999906,3705.8998844045504,3357.1006400727606,3417.8984255478363,3406.566288324892
2024-07-04 00:00:00,1720051200000,3295.808464429979,3417.8984255478363,3666.8276647258203,3295.808464429979,3295.808464429979,3396.546830427977
2024-07-05 00:00:00,1720137600000,3069.0434008340803,3295.808464429979,3618.508652976102,3069.0434008340803,3069.0434008340803,3343.137293674256
2024-07-06 00:00:00,1720224000000,2984.398102498264,3069.0434008340803,3618.508652976102,2984.398102498264,2984.398102498264,3287.393432558752
2024-07-07 00:00:00,1720310400000,3066.247437954064,2984.398102498264,3618.508652976102,2984.398102498264,3066.247437954064,3243.8176054139813
2024-07-08 00:00:00,1720396800000,2928.6012310061665,3066.247437954064,3618.508652976102,2928.6012310061665,2928.6012310061665,3171.4294487528996
2024-07-09 00:00:00,1720483200000,3016.0833537946064,2928.6012310061665,3618.508652976102,2928.6012310061665,3016.0833537946064,3111.1543451521425
2024-07-10 00:00:00,1720569600000,3064.0923605197886,3016.0833537946064,3618.508652976102,2928.6012310061665,3064.0923605197886,3060.610621576707
2024-07-11 00:00:00,1720656000000,3099.7101861313545,3064.0923605197886,3555.9658395535403,2928.6012310061665,3099.7101861313545,3032.5965818197606
2024-07-12 00:00:00,1720742400000,3102.0902302291074,3099.7101861313545,3555.9658395535403,2928.6012310061665,3102.0902302291074,3037.3175574476218
2024-07-13 00:00:00,1720828800000,3132.980838609695,3102.0902302291074,3555.9658395535403,2928.6012310061665,3132.980838609695,3058.5436626063974
2024-07-14 00:00:00,1720915200000,3173.5042341380185,3132.980838609695,3516.88098000528,2928.6012310061665,3173.5042341380185,3073.8660620612477
2024-07-15 00:00:00,1721001600000,3252.654184707363,3173.5042341380185,3516.88098000528,2928.6012310061665,3252.654184707363,3120.159341161419
2024-07-16 00:00:00,1721088000000,3488.5387580277174,3252.654184707363,3494.7985621731755,2928.6012310061665,3488.5387580277174,3187.6529703375777
2024-07-17 00:00:00,1721174400000,3446.7658893041003,3488.5387580277174,3488.5387580277174,2928.6012310061665,3446.7658893041003,3242.320617306765
2024-07-18 00:00:00,1721260800000,3389.441287038116,3446.7658893041003,3488.5387580277174,2928.6012310061665,3389.441287038116,3283.7107745791595
2024-07-19 00:00:00,1721347200000,3428.5520187667257,3389.441287038116,3488.5387580277174,2928.6012310061665,3428.5520187667257,3330.3481729416767
